event_id,operator,operator_normalized,sub_brand,venue_id,institution,venue_name_as_written,event_type,event_date,date_precision,first_outsourcing,contract_value_usd,contract_length_years,losing_bidders,source_publication,source_date,source_title,source_file,extraction_confidence,needs_review,notes,extras
ev_ae8e657b29a88f4e,Spectra,Spectra,,,city of Wichita Falls,MPEC,won,,approx,True,,,,"|Times Record News (1987-); Wichita Falls, Texas |",2016-11-06,November 6 2016 page 4 64,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"No venue_id match for MPEC (Multi-Purpose Events Center) in Wichita Falls, TX. Article says city decided to go with private company Spectra Venue Management instead of continuing to self-manage. Spectra is managing MPEC (which includes Kay Yeager Coliseum, Ray Clymer Exhibit Hall, J.S. Bridwell Agricultural Center) and Memorial Auditorium. The article describes Spectra as the exclusive caterer and facility manager. The contract appears to have started sometime in 2016 or late 2015 but no exact date is given. first_outsourcing set to true because article says city previously managed the facility itself and decided to go with a private company.","{""facilities_included"": [""Kay Yeager Coliseum"", ""Ray Clymer Exhibit Hall"", ""J.S. Bridwell Agricultural Center""], ""incumbent"": ""self-operated by city of Wichita Falls"", ""spectra_manages_also"": ""Memorial Auditorium"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-6-2016-page-4-64/docview/2798679246/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.2}"
ev_dfc814aa919b8b54,city of Wichita Falls,city of Wichita Falls,,,city of Wichita Falls,MPEC,lost,,approx,,,,,"|Times Record News (1987-); Wichita Falls, Texas |",2016-11-06,November 6 2016 page 4 64,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"No venue_id match for MPEC. Article states the city had been managing the MPEC itself but decided to hire Spectra Venue Management instead, after MPEC Executive Director Bob Sullivan announced retirement in 2015 and revenue was declining (~$300K city subsidy in 2015).","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-6-2016-page-4-64/docview/2798679246/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.2}"
ev_64efa60cf7877d3b,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel,won,2016-11-01,approx,,,,,"|Philadelphia Daily News (1960-); Philadelphia, Pennsylvania |",2016-11-03,"November 3, 2016, Page 22",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says 'This week, Aramark took over the Drexel dining program.' Published 2016-11-03, so 'this week' is approximately early November 2016. Exact date not stated. Venue matched to Drexel University. It's unclear if this is the first outsourcing or a switch from another provider.","{""context"": ""Aramark took over Drexel dining program; spokeswoman Karen Cutler noted Aramark has 500 higher-education programs"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-3-2016-page-22/docview/2199162711/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.4}"
ev_30169bf1e95fb9e4,Aramark,Aramark,,wd-Q7929512,,U.S. Bank Stadium,won,2016-01-01,year,,,,,|Star Tribune (1987-); Minneapolis |,2016-11-03,"November 3, 2016, Page T1",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,False,"Article states 'Aramark, the concessions giant that won the contract to run the all-important catering operations at the new home of the Minnesota Vikings.' U.S. Bank Stadium opened in 2016. Exact date of contract award not stated; using year precision for 2016.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-3-2016-page-t1/docview/1987035668/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 90.0}"
ev_4457e59042ed8132,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel University,won,2016-12-11,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-11-01,Aramark gets Drexel contract,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.95,False,"Article states Aramark selected as new dining-services provider effective Dec. 11, announced by university president John A. Fry.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-1-2016-page-a10-c/docview/1971716394/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 84.4}"
ev_9d6297b9090ee992,SodexoMagic,Sodexo,sodexomagic,wd-Q603034,Drexel University,Drexel University,lost,2016-12-11,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-11-01,Aramark gets Drexel contract,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.95,False,SodexoMagic LLC (joint venture of Magic Johnson Enterprises and Sodexo) was the incumbent; Drexel issued a termination letter in September 2016. SodexoMagic filed a federal lawsuit alleging Drexel misrepresented expected student body growth.,"{""termination_letter_date"": ""September 2016"", ""lawsuit_filed"": true, ""lawsuit_details"": ""SodexoMagic filed federal lawsuit alleging Drexel misrepresented expected growth in student body during contract negotiations"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-1-2016-page-a10-c/docview/1971716394/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 84.4}"
ev_aa5564b526693c0a,Aramark,Aramark,,,Temple University,Temple University,won,2017-07-01,exact,,,15,"[""Sodexo""]",|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-12,Page scan (offset 1854549),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No matching venue_id in candidate list. Article says Temple University selected Aramark for a 15-year dining services contract starting July 1. Aramark won over four competitors including Sodexo. The contract start date of July 1 is explicitly stated but the year is not; context (published Oct 2016, 'final agreement' not yet reached) suggests July 1, 2017.","{""num_competing_bidders"": 4, ""incumbent"": ""Sodexo"", ""incumbent_tenure_years"": 28, ""service_type"": ""dining services"", ""citation"": {""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 85.1}"
ev_215149db3418951e,Sodexo Inc.,Sodexo,,,Temple University,Temple University,lost,2017-07-01,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-12,Page scan (offset 1854549),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No matching venue_id in candidate list. Sodexo Inc. had been on the North Philadelphia campus for 28 years and lost the contract to Aramark. Event date assumed July 1, 2017 based on Aramark contract start date.","{""incumbent_tenure_years"": 28, ""citation"": {""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 85.1}"
ev_2ef8f5b5be238d64,Aramark,Aramark,,,University of Kentucky,UK,initiative,2016-09-01,month,,,,,|The Courier-Journal (1923-); Louisville |,2016-09-21,September 21 2016 page 6a ky,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.82,True,Article reports UK and Aramark are redefining 'local food' in campus dining to exclude soda and ice from local food metrics. This is a policy/initiative change in the existing Aramark dining contract. No candidate venue matches the University of Kentucky campus dining facilities.,"{""initiative_type"": ""local sourcing redefinition"", ""detail"": ""Excluding Coke, Pepsi, and ice from local food purchasing metrics; local food purchases were 11.5% in 2014-2015 and 15.3% in 2015-2016 excluding those items"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-21-2016-page-6a-ky/docview/1999791386/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.8}"
ev_658faf089a2d2235,Aramark Correctional Services,Aramark Correctional Services,,,Tom Green County,Tom Green County Jail,renewed,2016-08-01,month,,,1,,"|Standard Times (1928-); San Angelo, Texas |",2016-09-12,Page scan (offset 2253204),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.82,True,Article says Aramark's contract with the jail 'automatically renewed at the end of August for another year' and 'is set to expire again in 2017.' No candidate venue matches Tom Green County Jail. Using end of August 2016 as renewal date.,"{""contract_type"": ""correctional food services"", ""auto_renewal"": true, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.1}"
ev_5a68ec6e61e06c11,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,state prison,won,2015-08-01,month,,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2016-09-09,"September 9, 2016, Page 5A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article says Trinity replaced Aramark in August 2015 as Michigan's state prison food contractor. No candidate venue matches; this is a statewide prison food service contract, not a single venue. Operator not on known crosswalk.","{""scope"": ""statewide prison food service contract, Michigan"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-5a/docview/2191746686/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 91.8}"
ev_747111eb2864ee0a,Aramark Correctional Services,Aramark Correctional Services,Aramark Correctional Services,,Michigan Department of Corrections,state prison,lost,2015-08-01,month,,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2016-09-09,"September 9, 2016, Page 5A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Article states Aramark Correctional Services (based in Philadelphia) was replaced by Trinity in August 2015 as Michigan's state prison food contractor. No candidate venue matches; this is a statewide prison food service contract, not a stadium/arena/convention center.","{""scope"": ""statewide prison food service contract, Michigan"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-5a/docview/2191746686/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 91.8}"
ev_eb9906d9c9b65c65,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,Michigan state prisons,won,2013-12-01,month,True,145000000,3,,"|Detroit Free Press (1923-), General edition; Detroit |",2016-09-09,"September 9, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id — this is a statewide prison food contract (Michigan Dept. of Corrections, 33 facilities), not a stadium/arena/convention center. Article states Aramark began a 3-year, $145M contract in December 2013, replacing unionized state employees. Institution is Michigan Department of Corrections.","{""facilities_count"": 33, ""prisoners_served"": 43000, ""replaced"": ""unionized state employees"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-9a/docview/2021831898/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.5}"
ev_a0035b7360e519ef,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,Michigan state prisons,lost,2015-08-01,month,,,,,"|Detroit Free Press (1923-), General edition; Detroit |",2016-09-09,"September 9, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue_id — statewide prison food contract. Article says Trinity replaced Aramark in August 2015.,"{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-9a/docview/2021831898/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.5}"
ev_27e0d3480585c6b5,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,Michigan state prisons,won,2015-08-01,month,,158800000,3,,"|Detroit Free Press (1923-), General edition; Detroit |",2016-09-09,"September 9, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue_id — statewide prison food contract. Trinity is Florida-based; replaced Aramark in August 2015. Contract estimated at $158.8M over 3 years. Operator not on known crosswalk list.,"{""headquarters"": ""Florida"", ""estimated_contract_value"": true, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-9a/docview/2021831898/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.5}"
ev_385b345d4e5ea75c,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,Charles Egeler Reception and Guidance Center,violation,2016-09-06,exact,,,,,"|Detroit Free Press (1923-), General edition; Detroit |",2016-09-09,"September 9, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"No matching venue_id. Trinity food worker fired for kissing inmate in cooler on Tuesday (Sept 6, 2016). Worker also sent photos and used JPay to communicate with inmate. 98 stop orders issued to Trinity employees in ~1 year.","{""stop_orders_issued"": 98, ""over_familiarity_cases"": 71, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-9-2016-page-9a/docview/2021831898/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.5}"
ev_c29721371ec3ee5d,Trinity Food Services,Trinity Food Services,,,Michigan Department of Corrections,Cotton Correctional Facility,violation,2016-09-01,month,,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2016-09-07,"September 7, 2016, Page 3A [docview 2191752188]",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No matching venue_id for Cotton Correctional Facility (prison near Jackson, MI). Operator Trinity Food Services is not on the known operator crosswalk. Article reports a food service worker was fired after suspected drugs were found during a search. This is a prison food service contract, not a stadium/arena/convention center.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-7-2016-page-3a/docview/2191752188/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.5}"
ev_a74ebb5cdd71aa57,Trinity Food Services,Trinity Food Services,,,State of Michigan,Cotton Correctional Facility,won,2015-09-01,month,False,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2016-09-07,"September 7, 2016, Page 3A [docview 2191752188]",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"No matching venue_id — Cotton Correctional Facility is a prison, not a stadium/arena/convention center. Article states Trinity replaced Aramark Correctional Services in September 2015. Operator not on crosswalk. This is a statewide prison food service contract described in passing.","{""incumbent"": ""Aramark Correctional Services"", ""context"": ""statewide Michigan prison food service contract privatized December 2013"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-7-2016-page-3a/docview/2191752188/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.5}"
ev_c9f4c254ef9ba6d2,Aramark Correctional Services,Aramark Correctional Services,Aramark Correctional Services,,State of Michigan,Cotton Correctional Facility,lost,2015-09-01,month,,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2016-09-07,"September 7, 2016, Page 3A [docview 2191752188]",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"No matching venue_id — this is a prison, not a stadium/arena/convention center. Article states 'Florida-based Trinity replaced Aramark Correctional Services of Philadelphia in September 2015.' This is a statewide prison food service contract. Sub_brand is 'Correctional Services' but that's not in the known sub-brands list.","{""successor"": ""Trinity Food Services"", ""context"": ""statewide Michigan prison food service contract privatized December 2013"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/september-7-2016-page-3a/docview/2191752188/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.5}"
ev_1fd54b0ad22e696b,Aramark,Aramark,,,Florida Gulf Coast University,FGCU,lost,,approx,,,,,"|Fort Myers News-Press (1931-); Fort Myers, Florida |",2016-08-17,Page scan (offset 2687936),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says FGCU cut ties with Aramark. No specific date given for when the contract ended. No matching venue in candidate list; FGCU is in Fort Myers, FL, not Highland Heights, KY.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 88.2}"
ev_75dc376256868b77,Chartwells,Compass,Chartwells,,Florida Gulf Coast University,FGCU,won,,approx,,,,,"|Fort Myers News-Press (1931-); Fort Myers, Florida |",2016-08-17,Page scan (offset 2687936),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,Article says FGCU decided to contract with Chartwells after a two-year review. No specific date given. New dining options mentioned as available for 2016-17 school year. No matching venue in candidate list.,"{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 88.2}"
ev_3fa52d81a0d88e57,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,"|The Leaf-Chronicle (1979-); Clarksville, Tennessee |",2016-08-08,"August 8, 2016, Page 1A [docview 2839546724]",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"This is a state prison food services contract, not a stadium/arena/convention center contract. No matching venue in candidate list. The article says the department 'plans to award' the contract to Aramark with expected start date October 1, 2016. The incumbent TRICOR (Tennessee Rehabilitative Initiative in Correction) lost the contract. Venue is a state corrections system, not a traditional venue.","{""incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)"", ""context"": ""State prison food services contract, not a sports/entertainment venue"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-1a/docview/2839546724/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 73.7}"
ev_289ba7ed2739cabe,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,"|The Daily News-Journal (1931-); Murfreesboro, Tennessee |",2016-08-08,"August 8, 2016, Page 1A [docview 2833542306]",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article describes Aramark winning the prison food service contract for the Tennessee Department of Correction, replacing TRICOR, with expected start date October 1, 2016. This is a state prison food service contract, not a stadium/arena/convention center concessions contract. No candidate venue matches. Article also mentions Aramark provides food at Nissan Stadium but reports no contract event for that venue.","{""incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-1a/docview/2833542306/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 75.9}"
ev_d4fd7c63e8fe2194,Aramark,Aramark,,,Michigan Department of Corrections,State of Michigan,lost,2005-01-01,year,,145000000,3,,"|The Daily News-Journal (1931-); Murfreesboro, Tennessee |",2016-08-08,"August 8, 2016, Page 3A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article states Michigan and Aramark agreed to end their $145 million, three-year contract 18 months early in 2005. This is a state prison food-service contract, not a stadium/arena/convention center. No matching venue in candidate list. Venue is a prison system, not a sports/entertainment venue — may be out of scope.","{""context"": ""prison food service"", ""fines"": ""$94,000 in March 2014, then $200,000 in August 2014"", ""problems"": ""meal shortages, maggots in food, rodent-chewed cake, smuggling drugs, sexual acts with prisoners, 176 employees banned"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-3a/docview/2833542304/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 71.6}"
ev_49f6179c09144ead,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,,approx,,,,,"|The Daily News-Journal (1931-); Murfreesboro, Tennessee |",2016-08-08,"August 8, 2016, Page 3A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Article discusses Aramark as the new food service provider for Tennessee DOC, replacing TRICOR. This is a state prison food-service contract, not a stadium/arena/convention center — may be out of scope. No contract length or value provided. No matching venue in candidate list.","{""context"": ""prison food service"", ""incumbent"": ""TRICOR"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-3a/docview/2833542304/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 71.6}"
ev_5d292bc1ea22c613,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,|The Tennessean (1972-); Nashville |,2016-08-08,"Tennessee picks Aramark, another prison food provider with troubled past",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"Prison food services contract, not a stadium/arena/convention center. No matching venue in candidate list. Article says department 'plans to award' contract to Aramark with expected start date October 1, 2016. The incumbent TRICOR (Tennessee Rehabilitative Initiative in Correction) was a state-based provider, not a commercial operator on the known list. Article is partially obscured/OCR-damaged.","{""incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)"", ""facility_type"": ""prison system"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-1a/docview/2027488245/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 82.4}"
ev_e251a31037c3dd58,TRICOR,TRICOR,,,Tennessee Department of Correction,Tennessee Department of Correction,lost,2016-10-01,exact,,,,,|The Tennessean (1972-); Nashville |,2016-08-08,"Tennessee picks Aramark, another prison food provider with troubled past",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"TRICOR (Tennessee Rehabilitative Initiative in Correction) is the named incumbent losing the prison food contract to Aramark. TRICOR is a state-based program, not a commercial food service operator on the known list. No matching venue in candidate list. This is a prison food services contract, not a stadium/arena/convention center.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-1a/docview/2027488245/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 82.4}"
ev_5987a411d53dab7a,Aramark,Aramark,,,Tennessee Department of Correction,the department,won,,approx,,,,,|The Tennessean (1972-); Nashville |,2016-08-08,"August 8, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article describes Aramark winning a food service contract for Tennessee Department of Correction prison facilities, replacing TRICOR. This is a prison/corrections food service contract, not a stadium/arena/convention center. No venue_id match — none of the candidate venues correspond to Tennessee DOC facilities. The article says the contract is planned but Aramark VP's statement ('We are looking forward to partnering...') and the department statement ('the food service contract with TRICOR will come to an end') suggest the decision has been made. However, this is NOT a stadium, arena, or convention center contract.","{""incumbent"": ""TRICOR"", ""context"": ""Tennessee prison food service contract, not a sports/entertainment venue"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-9a/docview/2027485642/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.1}"
ev_ada9e2f7fda170b0,TRICOR,TRICOR,,,Tennessee Department of Correction,the department,lost,,approx,,,,,|The Tennessean (1972-); Nashville |,2016-08-08,"August 8, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"TRICOR losing Tennessee DOC food service contract to Aramark. TRICOR is a state rehabilitation program, not a typical food service operator. This is a prison food service contract, not a stadium/arena/convention center. No matching venue_id among candidates.","{""successor"": ""Aramark"", ""context"": ""Tennessee prison food service contract, not a sports/entertainment venue"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-9a/docview/2027485642/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.1}"
ev_a3d71eba3519a8d3,Aramark,Aramark,,,Michigan Department of Corrections,MDOC facilities,lost,2015-01-01,year,,145000000,3,,|The Tennessean (1972-); Nashville |,2016-08-08,"August 8, 2016, Page 9A",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article reports Michigan and Aramark agreed to end their $145M three-year contract 18 months early in 2015. This is a prison food service contract, not a stadium/arena/convention center. No matching venue_id. Contract ended early by mutual agreement after numerous problems.","{""early_termination"": true, ""terminated_18_months_early"": true, ""context"": ""Michigan prison food service contract, not a sports/entertainment venue"", ""violations_noted"": ""meal shortages, maggots, rodent-chewed food, employees smuggling drugs, sex acts with prisoners, 176 employees banned"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-8-2016-page-9a/docview/2027485642/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.1}"
